,Player,Pos,FG-per-36,FGA-per-36,FG%-per-36,3P-per-36,3PA-per-36,3P%-per-36,2P-per-36,2PA-per-36,2P%-per-36,FT-per-36,FTA-per-36,FT%-per-36,ORB-per-36,DRB-per-36,TRB-per-36,AST-per-36,STL-per-36,BLK-per-36,TOV-per-36,PF-per-36,PTS-per-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Team,Season,Season Type,Games,Fast Break Pts,Points In Paint,Points off TO,2nd Chance PTS,Q1 Points Per Game,Q2 Points Per Game,Q3 Points Per Game,Q4 Points Per Game,Points scored per shot
467,Isaiah Whitehead,PG,8.0,17.2,0.465,1.4,3.6,0.389,6.6,13.6,0.485,2.6,3.8,0.684,0.8,4.4,5.2,4.0,1.6,0.4,4.8,4.6,20.0,11.5,0.53,0.209,0.221,2.3,13.1,7.7,19.6,2.2,0.8,20.3,28.5,-0.3,0.2,-0.1,-0.035,-4.3,-1.3,-5.6,-0.2,Nets,2017-2018,REG,16,0.44,3.75,0.19,0.69,1.0,1.38,1.56,2.31,1.163
468,Hassan Whiteside,C,8.2,15.3,0.54,0.1,0.1,1.0,8.2,15.2,0.5379999999999999,3.4,4.8,0.703,4.6,11.7,16.3,1.4,1.0,2.5,2.4,3.5,19.9,24.1,0.573,0.003,0.315,14.3,36.6,25.4,6.9,1.4,5.9,12.3,24.7,2.3,3.0,5.3,0.187,-2.1,2.3,0.2,0.8,Heat,2017-2018,REG,47,0.13,10.3,2.13,3.94,4.74,3.11,4.26,2.15,1.3319999999999999
469,Andrew Wiggins,SF,6.9,15.7,0.43799999999999994,1.4,4.1,0.331,5.5,11.6,0.475,2.4,3.8,0.643,1.0,3.3,4.3,1.9,1.1,0.6,1.7,2.0,17.5,13.0,0.505,0.26,0.242,3.1,10.8,6.9,8.2,1.5,1.5,8.8,23.4,0.5,1.6,2.1,0.034,-1.1,-1.4,-2.5,-0.4,Timberwolves,2017-2018,REG,69,1.88,8.03,3.07,1.93,5.99,3.06,5.78,2.93,1.126
470,Jacob Wiley,PF,1.1,4.4,0.25,1.1,2.2,0.5,0.0,2.2,0.0,1.1,2.2,0.5,2.2,9.8,12.0,2.2,1.1,0.0,0.0,4.4,4.4,8.2,0.41,0.5,0.5,6.4,29.2,17.7,8.0,1.5,0.0,0.0,6.4,0.0,0.0,0.1,0.094,-3.9,0.9,-3.0,0.0,Nets,2017-2018,REG,5,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.6,1.0
471,Damien Wilkins,SF,3.1,9.2,0.33299999999999996,0.9,4.3,0.222,2.1,5.0,0.429,0.7,0.9,0.75,1.2,2.6,3.8,2.1,0.5,0.2,1.2,1.7,7.8,4.9,0.405,0.462,0.10300000000000001,3.7,8.1,5.9,7.8,0.7,0.6,10.9,13.4,-0.1,0.1,-0.1,-0.019,-4.4,-2.1,-6.5,-0.2,Pacers,2017-2018,REG,19,0.05,0.84,0.05,0.32,0.21,0.58,0.32,0.63,0.846
472,C.J. Williams,SG,4.4,10.0,0.442,1.1,4.0,0.282,3.3,6.1,0.546,0.7,0.8,0.813,0.6,2.2,2.9,2.2,1.6,0.7,1.0,3.2,10.6,9.5,0.512,0.396,0.081,1.9,6.7,4.4,8.5,2.1,1.5,8.9,13.7,0.3,0.5,0.7,0.051,-1.3,-0.1,-1.4,0.1,Clippers,2017-2018,REG,30,1.0,2.6,0.8,0.73,2.37,1.1,1.43,1.03,1.092
473,Derrick Williams,PF,4.0,16.0,0.25,0.0,8.0,0.0,4.0,8.0,0.5,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,-3.2,0.25,0.5,0.0,0.0,11.7,5.9,0.0,0.0,0.0,0.0,18.9,0.0,0.0,0.0,-0.191,-11.5,-6.6,-18.1,0.0,Lakers,2017-2018,REG,2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
474,Lou Williams,SG,8.1,18.6,0.435,2.6,7.2,0.359,5.5,11.4,0.484,6.0,6.8,0.88,0.6,2.2,2.8,5.8,1.2,0.3,3.3,1.5,24.8,20.2,0.574,0.387,0.36700000000000005,1.7,6.6,4.2,26.3,1.6,0.6,13.1,29.8,5.5,1.2,6.7,0.125,3.8,-2.9,1.0,2.0,Clippers,2017-2018,REG,66,2.7,6.88,2.8,1.61,3.89,6.11,5.61,7.35,1.35
475,Marvin Williams,PF,4.6,10.1,0.45799999999999996,2.3,5.5,0.413,2.4,4.6,0.512,1.8,2.2,0.8290000000000001,1.3,5.3,6.6,1.7,1.0,0.7,1.2,2.1,13.4,13.9,0.603,0.542,0.218,3.9,16.2,10.0,7.0,1.4,1.6,9.7,14.8,3.1,1.9,5.0,0.11900000000000001,1.1,0.5,1.7,1.9,Hornets,2017-2018,REG,65,0.95,2.89,1.37,1.12,3.6,1.66,3.22,0.86,1.308
476,Troy Williams,SF,6.0,12.8,0.46799999999999997,1.3,4.5,0.289,4.7,8.3,0.563,2.3,3.5,0.667,2.6,4.8,7.4,1.9,2.3,0.5,2.2,4.0,15.6,15.1,0.544,0.349,0.275,8.0,14.8,11.4,7.7,3.2,1.1,13.5,20.1,0.2,0.4,0.5,0.085,-0.1,0.2,0.0,0.2,"Rockets, Knicks",2017-2018,REG,13,1.23,3.54,1.46,0.77,0.38,1.62,1.15,2.77,1.222
477,D.J. Wilson,PF,4.6,8.1,0.563,1.0,2.5,0.4,3.5,5.6,0.636,0.5,1.0,0.5,1.0,4.1,5.1,1.5,1.5,0.5,2.0,3.5,10.6,10.3,0.622,0.313,0.125,3.3,13.2,8.3,6.1,2.1,1.2,19.2,13.3,0.0,0.1,0.1,0.054000000000000006,-2.9,-1.2,-4.1,0.0,Bucks,2017-2018,REG,21,0.19,0.57,0.24,0.19,0.0,0.0,0.0,0.9,1.357
478,Jamil Wilson,SF,5.0,10.6,0.469,3.5,8.3,0.429,1.4,2.4,0.611,0.3,0.5,0.5,0.4,3.8,4.2,1.3,0.7,1.1,1.1,4.5,13.8,11.4,0.634,0.778,0.049,1.2,11.5,6.4,5.2,0.9,2.4,8.8,14.3,0.4,0.2,0.5,0.096,1.1,-1.1,0.0,0.1,Clippers,2017-2018,REG,15,0.73,0.8,1.2,1.0,1.67,1.0,3.73,0.6,1.296
479,Justise Winslow,PF,4.4,10.5,0.424,1.0,2.8,0.38,3.4,7.7,0.44,1.4,2.2,0.635,1.4,6.5,7.9,3.2,1.2,0.7,1.6,3.0,11.3,11.5,0.496,0.264,0.213,4.3,20.4,12.3,13.0,1.6,1.7,12.6,16.3,0.2,2.4,2.6,0.075,-2.7,1.7,-1.0,0.4,Heat,2017-2018,REG,55,0.71,3.82,1.29,0.85,1.53,2.24,1.71,1.71,1.085
480,Jeff Withey,C,5.5,14.8,0.375,1.8,9.2,0.2,3.7,5.5,0.667,0.9,1.8,0.5,0.9,8.3,9.2,0.0,0.0,2.8,1.8,2.8,13.8,8.3,0.444,0.625,0.125,2.8,26.6,14.2,0.0,0.0,6.8,10.6,22.0,-0.1,0.1,0.0,-0.054000000000000006,-9.1,-3.7,-12.8,-0.1,Mavericks,2017-2018,REG,9,0.33,0.89,0.56,0.22,0.0,0.0,0.0,1.67,0.938
481,Nate Wolters,PG,1.9,11.4,0.16699999999999998,0.0,0.0,,1.9,11.4,0.16699999999999998,0.0,0.0,,1.9,1.9,3.8,1.9,0.0,0.0,0.0,1.9,3.8,-2.9,0.16699999999999998,0.0,0.0,6.0,5.9,6.0,7.1,0.0,0.0,0.0,14.2,-0.1,0.0,-0.1,-0.13699999999999998,-10.3,-2.1,-12.4,0.0,Jazz,2017-2018,REG,5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.33299999999999996
482,Brandan Wright,PF,5.6,9.6,0.578,0.0,0.0,,5.6,9.6,0.578,2.0,3.1,0.636,3.1,5.9,9.0,1.2,1.2,2.5,0.8,3.0,13.1,19.0,0.596,0.0,0.324,9.8,19.3,14.4,5.6,1.7,6.4,6.4,14.7,0.8,0.5,1.3,0.163,-1.3,2.2,0.9,0.3,"Grizzlies, Rockets",2017-2018,REG,28,0.79,4.0,0.79,1.07,1.21,1.68,1.11,0.96,1.3630000000000002
483,Delon Wright,PG,5.0,10.9,0.465,1.4,3.8,0.366,3.6,7.0,0.52,2.4,2.9,0.8290000000000001,1.1,3.8,5.0,5.0,1.8,0.8,2.0,2.0,13.9,16.5,0.574,0.354,0.271,3.6,11.7,7.7,19.6,2.5,1.8,13.9,17.2,2.5,2.1,4.5,0.152,1.2,1.6,2.8,1.7,Raptors,2017-2018,REG,55,1.8,4.22,1.78,0.95,0.69,2.69,1.22,3.42,1.311
484,Guerschon Yabusele,PF,4.0,9.3,0.426,1.8,5.7,0.324,2.1,3.7,0.583,2.3,3.4,0.682,2.6,5.4,8.0,2.5,0.6,0.8,1.8,3.5,12.1,12.3,0.5589999999999999,0.607,0.361,8.0,16.1,12.1,10.0,0.9,1.8,14.5,15.7,0.3,0.3,0.6,0.122,-1.0,0.2,-0.7,0.1,Celtics,2017-2018,REG,23,0.0,0.35,0.13,0.3,0.26,0.74,0.09,0.78,1.265
485,James Young,SG,3.0,8.3,0.35700000000000004,1.8,5.9,0.3,1.2,2.4,0.5,2.4,3.5,0.667,0.0,1.2,1.2,1.2,0.0,0.0,0.6,2.4,10.0,4.6,0.511,0.7140000000000001,0.429,0.0,3.4,1.8,4.3,0.0,0.0,5.7,12.3,0.0,0.0,0.1,0.040999999999999995,-3.0,-3.6,-6.6,-0.1,76ers,2017-2018,REG,5,0.4,0.4,0.8,0.0,1.4,0.0,1.2,0.4,1.25
486,Joe Young,PG,5.2,12.0,0.43,1.6,4.3,0.379,3.5,7.7,0.45799999999999996,1.4,1.9,0.759,0.8,3.3,4.1,2.5,0.9,0.1,1.7,2.5,13.4,10.1,0.521,0.355,0.156,2.4,10.3,6.4,9.9,1.3,0.2,11.6,18.0,0.1,0.4,0.5,0.043,-2.4,-2.3,-4.7,-0.4,Pacers,2017-2018,REG,49,0.41,1.18,0.57,0.51,0.86,1.12,0.43,1.43,1.133
487,Nick Young,SG,5.2,12.6,0.41200000000000003,3.2,8.4,0.377,2.0,4.2,0.48100000000000004,1.4,1.7,0.862,0.5,2.7,3.2,0.9,1.0,0.2,1.0,2.6,15.0,10.0,0.562,0.6679999999999999,0.133,1.7,7.9,5.0,3.5,1.3,0.4,7.2,17.6,0.8,0.9,1.7,0.057999999999999996,-0.2,-3.4,-3.7,-0.6,Warriors,2017-2018,REG,64,1.45,1.0,0.89,0.44,1.41,1.47,1.47,2.52,1.238
488,Thaddeus Young,PF,5.8,11.9,0.48700000000000004,0.8,2.5,0.32,5.0,9.4,0.531,0.8,1.3,0.598,2.5,4.5,7.1,2.1,1.9,0.5,1.4,2.4,13.2,14.8,0.528,0.209,0.106,8.0,14.1,11.1,8.5,2.6,1.2,10.4,17.3,2.3,3.2,5.5,0.10099999999999999,0.1,1.4,1.5,2.3,Pacers,2017-2018,REG,69,1.36,7.42,2.28,1.94,3.65,3.14,2.8,2.04,1.1
489,Cody Zeller,C,4.9,9.0,0.545,0.1,0.2,0.667,4.8,8.8,0.542,3.5,4.9,0.718,3.8,6.3,10.2,1.8,0.8,1.2,1.9,4.7,13.4,15.9,0.602,0.019,0.545,11.4,19.3,15.3,7.4,1.1,2.8,14.6,15.7,1.2,0.7,1.9,0.145,-0.6,1.3,0.7,0.4,Hornets,2017-2018,REG,33,0.36,4.42,1.24,1.52,0.85,2.61,0.97,2.64,1.5130000000000001
490,Tyler Zeller,C,6.1,10.8,0.56,0.3,0.9,0.35700000000000004,5.7,9.9,0.578,1.9,2.6,0.722,3.6,6.3,9.9,1.5,0.5,1.1,1.5,4.1,14.3,16.0,0.598,0.084,0.237,11.0,19.4,15.2,6.7,0.7,2.5,11.3,16.4,2.0,0.9,2.9,0.126,-1.1,-0.5,-1.6,0.1,"Nets, Bucks",2017-2018,REG,55,0.38,5.13,0.75,1.35,2.04,1.4,2.25,1.05,1.3019999999999998
491,Paul Zipser,SF,3.5,10.2,0.34600000000000003,1.6,4.8,0.336,1.9,5.4,0.355,0.8,1.1,0.76,0.6,5.2,5.7,2.0,0.9,0.7,1.9,3.8,9.5,5.2,0.445,0.47,0.107,1.6,16.0,8.5,8.0,1.2,1.6,14.9,15.2,-1.2,0.6,-0.6,-0.034,-5.5,-0.3,-5.9,-0.8,Bulls,2017-2018,REG,50,0.4,1.2,0.5,0.34,0.44,1.74,0.48,1.22,0.9420000000000001
492,Ante Zizic,C,8.2,11.3,0.731,0.0,0.0,,8.2,11.3,0.731,3.5,4.9,0.7240000000000001,4.0,6.1,10.1,0.8,0.3,2.2,1.9,5.0,20.0,24.2,0.746,0.0,0.433,12.8,18.6,15.7,3.8,0.5,5.2,12.1,18.8,0.9,0.2,1.0,0.231,1.3,-1.2,0.1,0.1,Cavaliers,2017-2018,REG,22,0.0,2.27,0.36,0.86,0.5,0.64,0.23,1.27,1.611
493,Ivica Zubac,C,5.4,10.7,0.5,0.0,0.1,0.0,5.4,10.6,0.504,3.4,4.5,0.765,4.0,6.8,10.8,2.2,0.7,1.3,2.3,4.1,14.1,15.3,0.557,0.008,0.418,11.8,20.1,16.0,8.8,0.9,3.0,15.3,17.6,0.5,0.5,1.0,0.11800000000000001,-2.7,0.5,-2.2,0.0,Lakers,2017-2018,REG,29,0.21,2.14,0.28,1.1,0.83,0.66,0.03,1.62,1.358
